BEDRIJFSNAAM,VESTIGINGSPLAATS,VERSTREKT VOORSCHOT,waarsch_buitenland,provincie,provincie_code,gemeente,gemeente_code
STICHTING STADSSCHOUWBURG NIJMEGEN EN CONCERTGEBOUW DE VEREENIGING,NIJMEGEN,52245,0,Gelderland,PV25,Nijmegen,0268
STICHTING STADSSCHOUWBURG VELSEN,IJMUIDEN,35211,0,Noord-Holland,PV27,Velsen,0453
STICHTING STADSTHEATER DE BOND,OLDENZAAL,7131,0,Overijssel,PV23,Oldenzaal,0173
STICHTING STATENKLINIEK,S-GRAVENHAGE,15168,0,Zuid-Holland,PV28,'s-Gravenhage,0518
STICHTING STAYOKAY,AMSTERDAM,513609,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING STAYOKAY,AMSTERDAM,35499,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING STERKER SAMEN,AMSTERDAM,11199,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING STEVENSKERK NIJMEGEN,NIJMEGEN,5985,0,Gelderland,PV25,Nijmegen,0268
STICHTING STIBEX (STICHTING BEHEER EN EXPLOITATIE CULTURELE EN SPORT FACILITEITEN REUSEL-DE MIERDEN),REUSEL,5271,0,Noord-Brabant,PV30,Reusel-De Mierden,1667
STICHTING STIMULANCE,ROTTERDAM,17115,0,Zuid-Holland,PV28,Rotterdam,0599
STICHTING STIWA EXPLOITATIE EN BEHEER,SASSENHEIM,38394,0,Zuid-Holland,PV28,Teylingen,1525
"STICHTING STODT, PRAKTIJKCENTRUM VOOR GEAVANCEERDE TECHNOLOGIE",HENGELO OV,143349,0,Overijssel,PV23,Hengelo (O),0164
STICHTING STOOMGEMAAL EN BEZOEKERSCENTRUM ARKEMHEEN,NIJKERK GLD,5340,0,Gelderland,PV25,Duiven,0226
STICHTING STORM,UTRECHT,9045,0,Utrecht,PV26,Utrecht,0344
STICHTING STRAATJOURNAAL,HAARLEM,3144,0,Noord-Holland,PV27,Haarlem,0392
STICHTING STREETPRO,AMSTERDAM,25095,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING STROUD,PUTTEN,5274,0,Gelderland,PV25,Putten,0273
STICHTING STUFFED PUPPET THEATRE,AMSTELVEEN,10170,0,Noord-Holland,PV27,Amstelveen,0362
STICHTING STUNT,DELFT,25563,0,Zuid-Holland,PV28,Delft,0503
STICHTING SUSTAINABLE CAMPUS FOUNDATION 4 STUDENTS,ROTTERDAM,3441,0,Zuid-Holland,PV28,Rotterdam,0599
STICHTING SYMPANY,UTRECHT,94731,0,Utrecht,PV26,Utrecht,0344
STICHTING SYNERGOS,EINDHOVEN,468780,0,Noord-Brabant,PV30,Eindhoven,0772
STICHTING 'T HAOLER HOES,HOOGHALEN,2937,0,Drenthe,PV22,Midden-Drenthe,1731
"STICHTING 'T MOZAIEK, SOCIAAL, CULTUREEL EN EDUCATIEF CENTRUM WIJCHEN",WIJCHEN,15813,0,Gelderland,PV25,Wijchen,0296
STICHTING TAALSCHOOL VELUWE,NIJKERK GLD,15102,0,Gelderland,PV25,Duiven,0226
STICHTING TACT MUZIEK,HATTEMERBROEK,11598,0,Gelderland,PV25,Oldebroek,0269
STICHTING TAFEL VAN VIJF,AMSTERDAM,9786,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING TAKE A TAXI,BADHOEVEDORP,2343,0,Noord-Holland,PV27,Haarlemmermeer,0394
STICHTING TANGOSCHOOL CUARTITO AZUL,ROTTERDAM,3306,0,Zuid-Holland,PV28,Rotterdam,0599
STICHTING TASK FORCE HEALTH CARE,S-GRAVENHAGE,50700,0,Zuid-Holland,PV28,'s-Gravenhage,0518
STICHTING TEGENTIJD,EINDHOVEN,6489,0,Noord-Brabant,PV30,Eindhoven,0772
"STICHTING TEKEN- EN SCHILDERCLUB ""JACOBSWOUDE""",OUDE WETERING,1041,0,Zuid-Holland,PV28,Kaag en Braassem,1884
STICHTING TENNISFACILITEITEN ROSMALEN,ROSMALEN,2967,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
STICHTING TENTOO PERSONEEL,AMSTERDAM,23436,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING TER BEVORDERING VAN DE FRANSE VAKBEURZEN (FONDATION POUR LA PROMOTION DES SALONS SPECIALISES FRANC,HALFWEG,43410,0,Noord-Holland,PV27,Haarlemmermeer,0394
STICHTING TER BEVORDERING VAN DE KWALITEIT VAN DE FINANCIëLE DIENSTVERLENING,S-GRAVENHAGE,6306,0,Zuid-Holland,PV28,'s-Gravenhage,0518
STICHTING THE GENERATOR,S-GRAVENHAGE,6888,0,Zuid-Holland,PV28,'s-Gravenhage,0518
STICHTING THE HAGUE INTERNATIONAL MODEL UNITED NATIONS,S-GRAVENHAGE,12567,0,Zuid-Holland,PV28,'s-Gravenhage,0518
STICHTING THE SHELTER YOUTH HOSTEL MINISTRY,AMSTERDAM,38246,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING THEATER & BIOSCOOP DE NIEUWE KOLK,ASSEN,64419,0,Drenthe,PV22,Assen,0106
STICHTING THEATER & CONGRESCENTRUM DE MOLENBERG,DELFZIJL,25656,0,Groningen,PV20,Eemsdelta,1979
STICHTING THEATER AAN DE HOBBEMASTRAAT,S-GRAVENHAGE,28668,0,Zuid-Holland,PV28,'s-Gravenhage,0518
STICHTING THEATER AAN DE SCHIE,SCHIEDAM,51657,0,Zuid-Holland,PV28,Schiedam,0606
STICHTING THEATER DE BUSSEL,OOSTERHOUT NB,25434,0,Noord-Brabant,PV30,Land van Cuijk,1982
STICHTING THEATER DE GARAGE,VENLO,2007,0,Limburg,PV31,Venlo,0983
STICHTING THEATER DE HUISKAMER,WEERT,4581,0,Limburg,PV31,Weert,0988
STICHTING THEATER DE LAMPEGIET,VEENENDAAL,31959,0,Utrecht,PV26,Veenendaal,0345
STICHTING THEATER DE LEEST,WAALWIJK,21318,0,Noord-Brabant,PV30,Waalwijk,0867
STICHTING THEATER DE LIEVE VROUW,AMERSFOORT,28008,0,Utrecht,PV26,Amersfoort,0307
STICHTING THEATER DE SCHALM,VELDHOVEN,18582,0,Noord-Brabant,PV30,Veldhoven,0861
STICHTING THEATER DE SPEELDOOS,VUGHT,15858,0,Noord-Brabant,PV30,Vught,0865
STICHTING THEATER DE VEST EN GROTE SINT LAURENSKERK,ALKMAAR,61866,0,Noord-Holland,PV27,Alkmaar,0361
STICHTING THEATER DELFT,DELFT,62697,0,Zuid-Holland,PV28,Delft,0503
STICHTING THEATER EN CONGRESCENTRUM HANZEHOF,ZUTPHEN,5871,0,Gelderland,PV25,Zutphen,0301
STICHTING THEATER EN CONGRESCENTRUM HANZEHOF,ZUTPHEN,56892,0,Gelderland,PV25,Zutphen,0301
"STICHTING THEATER EXPLOITATIE ""HET POSTKANTOOR""STEDE BROEC",BOVENKARSPEL,5913,0,Noord-Holland,PV27,Stede Broec,0532
STICHTING THEATER GROEP KWATTA,NIJMEGEN,28455,0,Gelderland,PV25,Nijmegen,0268
STICHTING THEATER HET AMSTERDAMSE BOS,AMSTELVEEN,6486,0,Noord-Holland,PV27,Amstelveen,0362
STICHTING THEATER HET KRUISPUNT,BARENDRECHT,21810,0,Zuid-Holland,PV28,Barendrecht,0489
STICHTING THEATER INITIATIEVE BACK UP,AMSTERDAM,3849,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING THEATER KONINGSHOF,MAASSLUIS,16773,0,Zuid-Holland,PV28,Maassluis,0556
STICHTING THEATER LUDENS,VOORBURG,6153,0,Zuid-Holland,PV28,Leidschendam-Voorburg,1916
STICHTING THEATER OP KATENDRECHT,ROTTERDAM,10731,0,Zuid-Holland,PV28,Rotterdam,0599
STICHTING THEATER 'T KAPELLETJE,ROTTERDAM,2370,0,Zuid-Holland,PV28,Rotterdam,0599
STICHTING THEATER ZOETERMEER,ZOETERMEER,73203,0,Zuid-Holland,PV28,Zoetermeer,0637
STICHTING THEATERALLIANTIE,AMSTERDAM,45627,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING THEATERCAFE DE LIEVE VROUW,AMERSFOORT,5676,0,Utrecht,PV26,Amersfoort,0307
STICHTING THEATERS TILBURG,TILBURG,155799,0,Noord-Brabant,PV30,Tilburg,0855
STICHTING THUISZORG RIJNMOND,ROTTERDAM,12384,0,Zuid-Holland,PV28,Rotterdam,0599
STICHTING TIVOLIVREDENBURG,UTRECHT,586179,0,Utrecht,PV26,Utrecht,0344
STICHTING TOERISTISCH INFORMATIEPUNT HARLINGEN E.O.,HARLINGEN,3180,0,Fryslân,PV21,Harlingen,0072
STICHTING TONEELSCHUUR PRODUKTIES,HAARLEM,25860,0,Noord-Holland,PV27,Haarlem,0392
STICHTING TOOLS TO WORK,TETERINGEN,22875,0,Noord-Brabant,PV30,Breda,0758
STICHTING TOON HERMANS HUIS ROERMOND,ROERMOND,1749,0,Limburg,PV31,Roermond,0957
STICHTING TOON HERMANSHUIS MAASTRICHT,MAASTRICHT,2178,0,Limburg,PV31,Maastricht,0935
STICHTING TOPHOCKEY & BUSINESS CLUB ORANJE-ROOD,EINDHOVEN,21051,0,Noord-Brabant,PV30,Eindhoven,0772
STICHTING TOPIJSHOCKEY TILBURG,TILBURG,39900,0,Noord-Brabant,PV30,Tilburg,0855
STICHTING TOPSPORT ALPHENSE BOYS,ALPHEN AAN DEN RIJN,6093,0,Zuid-Holland,PV28,Alphen aan den Rijn,0484
"STICHTING TOPVOETBAL ""TER LEEDE""",SASSENHEIM,9069,0,Zuid-Holland,PV28,Teylingen,1525
STICHTING TOPVOETBAL UNA,EINDHOVEN,13705,0,Noord-Brabant,PV30,Eindhoven,0772
STICHTING TOT BEHEER EN EXPLOITATIE VAN SPORT- EN RECREATIEBADEN ALSMEDE ANDERE SPORTCENTRA ID GEMEENTE CAST,CASTRICUM,21723,0,Noord-Holland,PV27,Castricum,0383
STICHTING TOT BEHEER VAN HET MUSEUM VAN HET BOEK/MUSEUM MEERMANNO-WESTREENIANUM,S-GRAVENHAGE,82530,0,Zuid-Holland,PV28,'s-Gravenhage,0518
STICHTING TOT BEHEER VAN SOCIAAL- CULTURELE EN CULTURELE ACCOMMODA- TIES LISSE,LISSE,19446,0,Zuid-Holland,PV28,Lisse,0553
STICHTING TOT EXPLOITATIE VAN HET JUPHUIS,HEERLEN,1580,0,Limburg,PV31,Heerlen,0917
STICHTING TOT EXPLOITATIE VAN HET ZWEM-EN RECREATIEBAD COLDENHOVE,EERBEEK,3024,0,Gelderland,PV25,Brummen,0213
STICHTING TOT HET EXPLOITEREN VAN EEN DORPSHUIS TE BURUM,BURUM,1563,0,Fryslân,PV21,Noardeast-Fryslân,1970
STICHTING TOTEM,ZEIST,7515,0,Utrecht,PV26,Zeist,0355
STICHTING TRAXX,GRONINGEN,8766,0,Groningen,PV20,Groningen,0014
STICHTING TREFPUNT HEILOO,HEILOO,17391,0,Noord-Holland,PV27,Heiloo,0399
STICHTING TROMBOSEDIENST REGIO EINDHOVEN,EINDHOVEN,21999,0,Noord-Brabant,PV30,Eindhoven,0772
STICHTING TUNA SLACHTERIJ EN VLEESWA,ELST GLD,46032,0,Utrecht,PV26,Rhenen,0340
STICHTING TYMPAAN INSTITUUT,LEIDEN,17007,0,Zuid-Holland,PV28,Leiden,0546
STICHTING UCDEAN,S-GRAVENHAGE,1881,0,Zuid-Holland,PV28,'s-Gravenhage,0518
STICHTING UFUK,UTRECHT,12819,0,Utrecht,PV26,Utrecht,0344
STICHTING UITDEZAANSTREEK,WORMERVEER,1884,0,Noord-Holland,PV27,Zaanstad,0479
STICHTING UITVOEREND BEHEER,BABBERICH,3897,0,Gelderland,PV25,Zevenaar,0299
STICHTING UITWISSELING EN STUDIEREIZEN VOOR HET PLATTELAND,ALKMAAR,11013,0,Noord-Holland,PV27,Alkmaar,0361
STICHTING UTRECHT MARKETING,UTRECHT,69192,0,Utrecht,PV26,Utrecht,0344
STICHTING V.V.DONGEN SPORTPROMOTION,DONGEN,3642,0,Noord-Brabant,PV30,Dongen,0766
STICHTING VAKCENTRUM FOOD CONSULT BEDRIJFSADVIES,WOERDEN,13074,0,Utrecht,PV26,Woerden,0632
STICHTING VAKOPLEIDING METAAL TILBURG,TILBURG,8790,0,Noord-Brabant,PV30,Tilburg,0855
STICHTING VALK,LEIDEN,19071,0,Zuid-Holland,PV28,Leiden,0546
STICHTING VALKENBURG EVENTS,VALKENBURG LB,13746,0,Limburg,PV31,Valkenburg aan de Geul,0994
STICHTING VAN GOGH & ZUNDERT,ZUNDERT,3390,0,Noord-Brabant,PV30,Zundert,0879
STICHTING VAN GOGH MUSEUM VOORHEEN RIJKSMUSEUM VINCENT VAN GOGH / RIJKSMUSEUM H.W. MESDAG,AMSTERDAM,986154,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING VAN HIER NAAR DAAR,NIJMEGEN,1887,0,Gelderland,PV25,Nijmegen,0268
STICHTING VAN LOON,AMSTERDAM,48978,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING VANHARTE,AMSTERDAM,76209,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING VARENSCENTRUM KANAALZONE ZEEUWS-VLAANDEREN,TERNEUZEN,4449,0,Zeeland,PV29,Terneuzen,0715
STICHTING VEKO,AMSTERDAM,3849,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING VELDSTUDIE HEI- EN BOEICOP,HEI- EN BOEICOP,4557,0,Utrecht,PV26,Vijfheerenlanden,1961
STICHTING VENLOOP,VENLO,20025,0,Limburg,PV31,Venlo,0983
STICHTING VENTICARE,MAARSSEN,4527,0,Utrecht,PV26,Stichtse Vecht,1904
STICHTING VERENIGDE WIJK CENTRA,BERGEN OP ZOOM,15891,0,Noord-Brabant,PV30,Bergen op Zoom,0748
STICHTING VERENIGINGSGEBOUW DE WURF,LUTJEBROEK,2463,0,Noord-Holland,PV27,Stede Broec,0532
STICHTING VERENIGINGSGEBOUW GENDEREN,GENDEREN,684,0,Noord-Brabant,PV30,Altena,1959
STICHTING VERENIGINGSGEBOUW GENEMUIDEN,GENEMUIDEN,2697,0,Overijssel,PV23,Zwartewaterland,1896
STICHTING VERENIGINGSGEBOUW ST. JOSEPH,MONTFOORT,17418,0,Utrecht,PV26,Montfoort,0335
STICHTING VERENIGINGSGEBOUW 'T CENTRUM,DIRKSHORN,597,0,Noord-Holland,PV27,Schagen,0441
STICHTING VERHALENHUIS BELVEDERE,ROTTERDAM,22113,0,Zuid-Holland,PV28,Rotterdam,0599
STICHTING VERITAS BEHEER,UTRECHT,11979,0,Utrecht,PV26,Utrecht,0344
STICHTING VERKADEFABRIEK,S-HERTOGENBOSCH,92097,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
STICHTING VERMEER CENTRUM DELFT,DELFT,9732,0,Zuid-Holland,PV28,Delft,0503
STICHTING VERMOGENSBEHEER VOETBALVERENIGING DONGEN,DONGEN,291,0,Noord-Brabant,PV30,Dongen,0766
STICHTING VERZETSMUSEUM AMSTERDAM,AMSTERDAM,26163,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING VHTO,AMSTERDAM,22308,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING VIADUKT,GRONINGEN,4287,0,Groningen,PV20,Groningen,0014
STICHTING VICKI BROWN,S-HERTOGENBOSCH,2409,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
STICHTING VIER HET LEVEN,HUIZEN,62607,0,Noord-Holland,PV27,Huizen,0406
STICHTING VISLOS- EN SORTEER- REGELING VLISSINGEN,ARNEMUIDEN,38154,0,Zeeland,PV29,Middelburg,0687
STICHTING VOERMAN STADSMUSEUM HATTEM,HATTEM,507,0,Gelderland,PV25,Hattem,0244
STICHTING VOETBAL SPAKENBURG,BUNSCHOTEN-SPAKENBURG,27306,0,Utrecht,PV26,Bunschoten,0313
STICHTING VOGELVRIJ ZOMERFESTIVAL,MIJDRECHT,10578,0,Utrecht,PV26,De Ronde Venen,0736
STICHTING VOLENDAMS MUSEUM,VOLENDAM,918,0,Noord-Holland,PV27,Edam-Volendam,0385
STICHTING VOLKSUNIVERSITEIT DEN HAAG,S-GRAVENHAGE,8211,0,Zuid-Holland,PV28,'s-Gravenhage,0518
STICHTING VOLKSUNIVERSITEIT VENLO E.O.,VENLO,14151,0,Limburg,PV31,Venlo,0983
STICHTING VOLLE EVANGELIE GEMEENTE SION,VLISSINGEN,3021,0,Zeeland,PV29,Vlissingen,0718
STICHTING VOOR NATUURLIJK LEIDERSCHAP,WEERT,2778,0,Limburg,PV31,Weert,0988
STICHTING VOOR SOCIAAL CULTUREEL WERK DE RUCHTE,SOMEREN,32382,0,Noord-Brabant,PV30,Someren,0847
STICHTING VOOR SOCIAAL KULTUREEL WERK ST. WILLEBRORD,ST. WILLEBRORD,1743,0,Noord-Brabant,PV30,Rucphen,0840
STICHTING VOOR TALENT ONTWIKKELING,S-GRAVENHAGE,4767,0,Zuid-Holland,PV28,'s-Gravenhage,0518
"STICHTING VOOR VELDSTUDIE EN MILIEU-EDUCATIE ""DE POELBOERDERIJ""",WORMER,2052,0,Noord-Holland,PV27,Wormerland,0880
STICHTING VOOR VOET- EN HOUDING BEROEPEN,UTRECHT,11379,0,Utrecht,PV26,Utrecht,0344
"STICHTING VOOR VORMING, SCHOLING EN TRAINING ""DE OLDE VECHTE",OMMEN,4779,0,Overijssel,PV23,Ommen,0175
STICHTING VRIENDEN FASTSERVICE,VELDHOVEN,5544,0,Noord-Brabant,PV30,Veldhoven,0861
STICHTING VRIENDEN VAN DE KINDERBOERDERIJ,ZUTPHEN,5922,0,Gelderland,PV25,Zutphen,0301
STICHTING VRIENDEN VAN DE KOPEREN KNOP,HARDINXVELD-GIESSENDAM,2355,0,Zuid-Holland,PV28,Hardinxveld-Giessendam,0523
STICHTING VRIENDEN VAN DE OLDEMATEN,ROUVEEN,4233,0,Overijssel,PV23,Staphorst,0180
STICHTING VRIENDEN VAN HET JONGERIUS COMPLEX,ZEIST,24228,0,Utrecht,PV26,Zeist,0355
STICHTING VRIENDEN VAN LOESJE,ARNHEM,6552,0,Gelderland,PV25,Arnhem,0202
"STICHTING VRIJE TIJD EN VORMING MIDDEN-HOLLAND ""DE KLUP""",GOUDA,19608,0,Zuid-Holland,PV28,Gouda,0513
STICHTING VRIJETIJDSCENTRUM WAMEL,WAMEL,2403,0,Gelderland,PV25,West Maas en Waal,0668
STICHTING VROUWEN ONDERZOEKS- EN COMMUNICATIECENTRUM NEWA,NEDERWEERT,28080,0,Limburg,PV31,Nederweert,0946
STICHTING VROUWENVOETBAL ALKMAAR,ALKMAAR,2898,0,Noord-Holland,PV27,Alkmaar,0361
STICHTING VROUWENVOETBAL EXCELSIOR ROTTERDAM,ROTTERDAM,2334,0,Zuid-Holland,PV28,Rotterdam,0599
STICHTING WAALHALLA,NIJMEGEN,11634,0,Gelderland,PV25,Nijmegen,0268
STICHTING WATERPOLO TOPSPORTBAD ZEIST,NIEUWEGEIN,12009,0,Utrecht,PV26,Nieuwegein,0356
STICHTING WATERSPORT GEHANDICAPTEN NEDERLAND,ENKHUIZEN,24045,0,Noord-Holland,PV27,Enkhuizen,0388
STICHTING WEBSTER LEIDEN CAMPUS,LEIDEN,79467,0,Zuid-Holland,PV28,Leiden,0546
STICHTING WEERDINGER DORPSHUIS,EMMEN,1173,0,Drenthe,PV22,Emmen,0114
STICHTING WEES,TERNEUZEN,5733,0,Zeeland,PV29,Terneuzen,0715
STICHTING WELTHUUS,ZWOLLE,8052,0,Overijssel,PV23,Zwolle,0193
STICHTING WELZIJN OUDEREN S.W.O.,SPIJKENISSE,14823,0,Zuid-Holland,PV28,Nissewaard,1930
STICHTING WERELDERFGOED KINDERDIJK,KINDERDIJK,187083,0,Zuid-Holland,PV28,Molenlanden,1978
STICHTING WERELDKINDEREN,S-GRAVENHAGE,19731,0,Zuid-Holland,PV28,'s-Gravenhage,0518
STICHTING WERELDOUDERS,HILVERSUM,29040,0,Noord-Holland,PV27,Hilversum,0402
STICHTING WERELDWINKEL ROTTERDAM- CENTRUM,ROTTERDAM,360,0,Zuid-Holland,PV28,Rotterdam,0599
STICHTING WERK AAN DE LINIE,BUNNIK,30213,0,Utrecht,PV26,Bunnik,0312
STICHTING WERKERVARINGBEDRIJF ALKMAAR,ALKMAAR,12027,0,Noord-Holland,PV27,Alkmaar,0361
STICHTING WERKGELEGENHEIDS- INITIATIEVEN NOORD-OOST TWENTE 652,OLDENZAAL,44958,0,Overijssel,PV23,Oldenzaal,0173
STICHTING WERKVISIE DE HOOP,DORDRECHT,54315,0,Zuid-Holland,PV28,Dordrecht,0505
STICHTING WESTLANDTHEATER DE NAALD,NAALDWIJK,60474,0,Zuid-Holland,PV28,Westland,1783
STICHTING WIELERTALENT IN ONTWIKKELING (WIO),ALKMAAR,7905,0,Noord-Holland,PV27,Alkmaar,0361
STICHTING WIELEWAAL,AMERSFOORT,38220,0,Utrecht,PV26,Amersfoort,0307
STICHTING WIGWAM,VALKENBURG LB,17343,0,Limburg,PV31,Valkenburg aan de Geul,0994
STICHTING WIJKCENTRUM AA-LANDEN,ZWOLLE,6582,0,Overijssel,PV23,Zwolle,0193
STICHTING WIJKCENTRUM ANGELSLO,EMMEN,5979,0,Drenthe,PV22,Emmen,0114
STICHTING WIJKCENTRUM DE STOLP,S-HERTOGENBOSCH,5871,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
STICHTING WIJKCENTRUM RECHTEREN/ HAVELTERMADE/OUDE VAART .,MEPPEL,6462,0,Drenthe,PV22,Meppel,0119
"STICHTING WIJKCENTRUM S.I.O. (SCHELLE, ITTERSUM, OLDENEEL.)",ZWOLLE,10044,0,Overijssel,PV23,Zwolle,0193
STICHTING WIJKCENTRUM ZUID-OOST BEEMSTER,ZUIDOOSTBEEMSTER,4218,0,Noord-Holland,PV27,Purmerend,0439
STICHTING WIJKCOMMISSIE NOORDERKWARTIER,ALMELO,1923,0,Overijssel,PV23,Almelo,0141
STICHTING WIJKGEBOUW GESTEL,EINDHOVEN,1356,0,Noord-Brabant,PV30,Eindhoven,0772
STICHTING WIJKONTMOETINGSCENTRUM (WOC)'T SCHOPKE,VENRAY,3078,0,Limburg,PV31,Venray,0984
STICHTING WIJKONTMOETINGSCENTRUM BUITENVELDERT,AMSTERDAM,8997,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING WILLEM TWEE MUZIEK & BEELDENDE KUNST,S-HERTOGENBOSCH,43812,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
STICHTING WIND MOLEN COMPAGNIE,ZAANDAM,32667,0,Noord-Holland,PV27,Zaanstad,0479
STICHTING WOMEN ENGAGE FOR A COMMON FUTURE - INTERNATIONAL,UTRECHT,17688,0,Utrecht,PV26,Utrecht,0344
STICHTING WORLD LEADING SCHOOL ASSOCIATION,AMSTELVEEN,3825,0,Noord-Holland,PV27,Amstelveen,0362
STICHTING WORLD SERVANTS NEDERLAND,WOLVEGA,29022,0,Fryslân,PV21,Weststellingwerf,0098
STICHTING WOUDRUST ACTIVITEITENCEN- TRUM VOOR OUDEREN,OOSTWOUD,2085,0,Noord-Holland,PV27,Medemblik,0420
STICHTING WOW AMSTERDAM,AMSTERDAM,130128,0,Noord-Holland,PV27,Amsterdam,0363
"STICHTING ZAANS FILMTHEATER ""DE FABRIEK""",ZAANDAM,4968,0,Noord-Holland,PV27,Zaanstad,0479
STICHTING ZALENCENTRUM DE BRUG,REEUWIJK,21081,0,Zuid-Holland,PV28,Bodegraven-Reeuwijk,1901
STICHTING ZALENCENTRUM PRINSENHOF,BEST,18099,0,Noord-Brabant,PV30,Best,0753
STICHTING ZEEMANSWELVAREN AMSTERDAM,AMSTERDAM,22584,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING ZEESLEEPBOOT HOLLAND,HARLINGEN,10722,0,Fryslân,PV21,Harlingen,0072
STICHTING ZEEUWSE VOLKSUNIVERSITEIT,MIDDELBURG,2679,0,Zeeland,PV29,Middelburg,0687
STICHTING ZEILSCHIP EENDRACHT,ROTTERDAM,6465,0,Zuid-Holland,PV28,Rotterdam,0599
STICHTING ZEILSCHIP EENDRACHT,ROTTERDAM,7941,0,Zuid-Holland,PV28,Rotterdam,0599
STICHTING ZERODOTZERO,S-GRAVENHAGE,987,0,Zuid-Holland,PV28,'s-Gravenhage,0518
STICHTING ZEVENHEUVELENLOOP,NIJMEGEN,53154,0,Gelderland,PV25,Nijmegen,0268
STICHTING ZGM ZORGGROEP MAASLAND,ROTTERDAM,41619,0,Zuid-Holland,PV28,Rotterdam,0599
STICHTING ZIMIHC,UTRECHT,29547,0,Utrecht,PV26,Utrecht,0344
STICHTING ZIN,NAARDEN,17325,0,Noord-Holland,PV27,Gooise Meren,1942
STICHTING ZONE 3,AMSTERDAM,128388,0,Noord-Holland,PV27,Amsterdam,0363
STICHTING ZORGBOERDERIJ KLEIN ESSEN,KOOTWIJKERBROEK,4629,0,Gelderland,PV25,Barneveld,0203
STICHTING ZORGCENTRUM ORANJEHOF,ELSPEET,26865,0,Gelderland,PV25,Nunspeet,0302
STICHTING ZWEMBAD GEMEENTE STAPHORST DE BROENE EUGTE,STAPHORST,23070,0,Overijssel,PV23,Staphorst,0180
STICHTING ZWEMBAD OP WIERINGEN,HIPPOLYTUSHOEF,4926,0,Noord-Holland,PV27,Hollands Kroon,1911
STICHTING ZWEMBADEN GEMEENTE TYNAARLO,ZUIDLAREN,42096,0,Drenthe,PV22,Tynaarlo,1730
STICHTING ZWOLSE THEATERS,ZWOLLE,59016,0,Overijssel,PV23,Zwolle,0193
STICHTSCHE CRICKET- EN HOCKEYCLUB (S.C.H.C.),BILTHOVEN,10125,0,Utrecht,PV26,De Bilt,0310
STIEL SCHAGEN B.V.,SCHAGEN,4374,0,Noord-Holland,PV27,Schagen,0441
STIELS B.V.,VELDHOVEN,10083,0,Noord-Brabant,PV30,Veldhoven,0861
STIENSTRA,ST.-ANNAPAROCHIE,3495,0,Fryslân,PV21,Waadhoeke,1949
STIEVA METAALBEWERKING B.V.,AALSMEER,57240,0,Noord-Holland,PV27,Aalsmeer,0358
STIEVA METAALBEWERKING HARMELEN B.V.,HARMELEN,35532,0,Utrecht,PV26,Woerden,0632
STIGROS B.V.,EINDHOVEN,20133,0,Noord-Brabant,PV30,Eindhoven,0772
STIJL,LANDSMEER,9744,0,Noord-Holland,PV27,Landsmeer,0415
STIJLGENOTEN RECLAMEBUREAU B.V.,DEN HAM OV,62424,0,Overijssel,PV23,Twenterand,1700
STILL HAARSTUDIO V.O.F.,TILBURG,1029,0,Noord-Brabant,PV30,Tilburg,0855
STILLE EVENTS B.V.,MEPPEL,6339,0,Drenthe,PV22,Meppel,0119
STILLE KRACHT HORECA,LEDEACKER,1854,0,Noord-Brabant,PV30,Land van Cuijk,1982
STIMULANS B.V.,DE MEERN,14247,0,Utrecht,PV26,Utrecht,0344
STINGRAY EUROPE B.V.,HILVERSUM,21102,0,Noord-Holland,PV27,Hilversum,0402
STINS FLOWERMARKET B.V.,HEILOO,6411,0,Noord-Holland,PV27,Heiloo,0399
STINT MULTI-SERVICES B.V.,MADE,45375,0,Noord-Brabant,PV30,Drimmelen,1719
STINT PROJECT SUPPORT B.V.,MADE,48429,0,Noord-Brabant,PV30,Drimmelen,1719
STIPT TECHNIEK B.V.,WATERINGEN,128607,0,Zuid-Holland,PV28,Westland,1783
STIR ARCHITECTURE B.V.,AMSTERDAM,29427,0,Noord-Holland,PV27,Amsterdam,0363
STIT,EMMELOORD,1359,0,Flevoland,PV24,Noordoostpolder,0171
STN TELEFACT B.V.,WOERDEN,12318,0,Utrecht,PV26,Woerden,0632
STOBBE B.V.,ROTTERDAM,8739,0,Zuid-Holland,PV28,Rotterdam,0599
STOCK B.V.,AMSTERDAM,9069,0,Noord-Holland,PV27,Amsterdam,0363
