BEDRIJFSNAAM,VESTIGINGSPLAATS,VERSTREKT VOORSCHOT,waarsch_buitenland,provincie,provincie_code,gemeente,gemeente_code
RESTAURANT FF SWANJEE B.V.,S-HERTOGENBOSCH,38427,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
RESTAURANT FLAME B.V.,AMSTERDAM,35091,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT FOLKERTS,WORKUM,40092,0,Fryslân,PV21,Súdwest-Fryslân,1900
RESTAURANT FORTEZZA B.V.,HELLEVOETSLUIS,13194,0,Zuid-Holland,PV28,Hellevoetsluis,0530
RESTAURANT GAAR V.O.F.,MEERSSEN,1521,0,Limburg,PV31,Meerssen,0938
RESTAURANT GINA B.V.,LEIDSCHENDAM,14481,0,Zuid-Holland,PV28,Leidschendam-Voorburg,1916
RESTAURANT GOESTING B.V.,UTRECHT,27300,0,Utrecht,PV26,Utrecht,0344
RESTAURANT GOYVAERTS B.V.,EINDHOVEN,22551,0,Noord-Brabant,PV30,Eindhoven,0772
RESTAURANT GRAND CAFE DE KORENMOLEN B.V.,EERBEEK,60222,0,Gelderland,PV25,Brummen,0213
RESTAURANT GREVELINGEN B.V.,BRUINISSE,59760,0,Zeeland,PV29,Schouwen-Duiveland,1676
RESTAURANT GRILLIG B.V.,KAATSHEUVEL,21507,0,Noord-Brabant,PV30,Loon op Zand,0809
RESTAURANT GROENEWOUD NIJMEGEN B.V.,NIJMEGEN,24816,0,Gelderland,PV25,Nijmegen,0268
RESTAURANT HAARLEM 2 B.V.,HAARLEM,108720,0,Noord-Holland,PV27,Haarlem,0392
RESTAURANT HANNINKSHOF V.O.F.,ENSCHEDE,18486,0,Overijssel,PV23,Enschede,0153
RESTAURANT HAVENRIJK V.O.F.,UITGEEST,64464,0,Noord-Holland,PV27,Uitgeest,0450
RESTAURANT HERBERG JAN B.V.,HEILOO,48840,0,Noord-Holland,PV27,Heiloo,0399
"RESTAURANT HERBERGE ""DE TROCHREED"" B.V.",READTSJERK,4476,0,Fryslân,PV21,Dantumadiel,1891
RESTAURANT HET BOSHUIS B.V.,ERMELO,33207,0,Gelderland,PV25,Ermelo,0233
RESTAURANT HET HOOIHUIS,ROOSENDAAL,106092,0,Noord-Brabant,PV30,Roosendaal,1674
RESTAURANT HET SEMINAR B.V.,ZENDEREN,44358,0,Overijssel,PV23,Borne,0147
RESTAURANT HET SPINNEWIEL,S-GRAVENHAGE,9480,0,Zuid-Holland,PV28,'s-Gravenhage,0518
RESTAURANT HETE KOLEN B.V.,AMERSFOORT,22824,0,Utrecht,PV26,Amersfoort,0307
RESTAURANT HOFSTEDE MEERZIGT B.V.,ZOETERMEER,51558,0,Zuid-Holland,PV28,Zoetermeer,0637
RESTAURANT ICHI ZEIST B.V.,ZEIST,9315,0,Utrecht,PV26,Zeist,0355
RESTAURANT IDA B.V.,ALMERE,102816,0,Flevoland,PV24,Almere,0034
RESTAURANT IGNITE,HAARLEM,741,0,Noord-Holland,PV27,Haarlem,0392
RESTAURANT IL CAVALLINO VOF,AMSTERDAM,11052,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT ILIO'S B.V.,EINDHOVEN,13857,0,Noord-Brabant,PV30,Eindhoven,0772
RESTAURANT INDONESIA BUNGA MELATI B.V.,ALPHEN NB,14949,0,Noord-Brabant,PV30,Land van Cuijk,1982
RESTAURANT INTERMEZZO ULVENHOUT B.V.,ULVENHOUT,14757,0,Noord-Brabant,PV30,Breda,0758
RESTAURANT INTERSCALDES B.V.,KRUININGEN,25920,0,Zeeland,PV29,Reimerswaal,0703
RESTAURANT JOHANNES EXPLOITATIE B.V.,AMSTERDAM,21345,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT JUDO B.V.,DIEMEN,27324,0,Noord-Holland,PV27,Diemen,0384
RESTAURANT KAMPEN B.V.,KAMPEN,40239,0,Overijssel,PV23,Kampen,0166
RESTAURANT KASTEEL HEEMSTEDE B.V.,HOUTEN,71772,0,Utrecht,PV26,Houten,0321
RESTAURANT KEIZERSBERG B.V.,ELSENDORP,9636,0,Noord-Brabant,PV30,Gemert-Bakel,1652
RESTAURANT KESTEREN B.V.,OPHEUSDEN,38751,0,Gelderland,PV25,Neder-Betuwe,1740
RESTAURANT KETELHUIS EINDHOVEN V.O.F.,EINDHOVEN,59439,0,Noord-Brabant,PV30,Eindhoven,0772
RESTAURANT KIEWIET B.V.,DEDEMSVAART,10026,0,Overijssel,PV23,Hardenberg,0160
RESTAURANT KINKO IJMUIDEN,IJMUIDEN,13290,0,Noord-Holland,PV27,Velsen,0453
RESTAURANT KITE B.V.,ROTTERDAM,13119,0,Zuid-Holland,PV28,Rotterdam,0599
RESTAURANT KLEIN HARTENSTEIN B.V.,OOSTERBEEK,24432,0,Gelderland,PV25,Renkum,0274
RESTAURANT KOFFIEHUIS HET STADHUIS V.O.F.,OOSTBURG,11526,0,Zeeland,PV29,Sluis,1714
RESTAURANT KOI ARNHEM B.V.,ARNHEM,60867,0,Gelderland,PV25,Arnhem,0202
RESTAURANT KOP VAN DE HAVEN B.V.,IJMUIDEN,104265,0,Noord-Holland,PV27,Velsen,0453
RESTAURANT KOREA C.V.,AMSTERDAM,11391,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT KOSTAS DE GRIEK B.V.,OIRSCHOT,13926,0,Noord-Brabant,PV30,Oirschot,0823
RESTAURANT KOTA RADJA ZWOLLE B.V.,ZWOLLE,11193,0,Overijssel,PV23,Zwolle,0193
RESTAURANT KRUYDT B.V.,DELFT,16275,0,Zuid-Holland,PV28,Delft,0503
RESTAURANT LA BRASA V.O.F.,AMSTERDAM,4101,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT LA PLUME B.V.,HAARLEM,31932,0,Noord-Holland,PV27,Haarlem,0392
RESTAURANT LAROCHE B.V.,ENSCHEDE,8919,0,Overijssel,PV23,Enschede,0153
RESTAURANT LE COURAGE V.O.F.,MAASTRICHT,10737,0,Limburg,PV31,Maastricht,0935
RESTAURANT LE PORT B.V.,BARENDRECHT,2109,0,Zuid-Holland,PV28,Barendrecht,0489
RESTAURANT LEDEBOER B.V.,ALMELO,19266,0,Overijssel,PV23,Almelo,0141
RESTAURANT LEEUWENBERGH B.V.,S-GRAVENHAGE,41910,0,Zuid-Holland,PV28,'s-Gravenhage,0518
RESTAURANT LIEDENBAUM,BORNERBROEK,7059,0,Overijssel,PV23,Almelo,0141
RESTAURANT LOMBOK B.V.,UTRECHT,12624,0,Utrecht,PV26,Utrecht,0344
RESTAURANT LOO BATHMEN B.V.,BATHMEN,5838,0,Overijssel,PV23,Deventer,0150
RESTAURANT LUCAS B.V.,REUSEL,25863,0,Noord-Brabant,PV30,Reusel-De Mierden,1667
RESTAURANT LUGAR V.O.F.,WAALRE,31215,0,Noord-Brabant,PV30,Waalre,0866
RESTAURANT LUNING B.V.,RUINEN,59160,0,Drenthe,PV22,Westerveld,1701
RESTAURANT MANDALIN,MAASTRICHT,13350,0,Limburg,PV31,Maastricht,0935
RESTAURANT MARNEMOENDE C.V.,IJSSELSTEIN UT,22809,0,Utrecht,PV26,Rhenen,0340
RESTAURANT MEDITERRANCE V.O.F.,APELDOORN,18531,0,Gelderland,PV25,Apeldoorn,0200
RESTAURANT MELIEFSTE B.V.,WOLPHAARTSDIJK,11952,0,Zeeland,PV29,Goes,0664
RESTAURANT MELINA B.V.,ZEIST,18810,0,Utrecht,PV26,Zeist,0355
RESTAURANT MELO,AMSTERDAM,14370,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT MERAM AMSTERDAM OOST B.V.,AMSTERDAM,42879,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT MERAM AMSTERDAM WEST B.V.,AMSTERDAM,89136,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT MERAM AMSTERDAM ZUIDOOST B.V.,AMSTERDAM,49257,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT MICHIU B.V.,AMSTERDAM,16932,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT MINGLE VOF,DOETINCHEM,87267,0,Gelderland,PV25,Doetinchem,0222
RESTAURANT ML B.V.,HAARLEM,117591,0,Noord-Holland,PV27,Haarlem,0392
RESTAURANT MOERSTEDE V.O.F.,BERGEN OP ZOOM,13797,0,Noord-Brabant,PV30,Bergen op Zoom,0748
RESTAURANT MOMENTO V.O.F.,ARNHEM,45099,0,Gelderland,PV25,Arnhem,0202
RESTAURANT MONARH B.V.,TILBURG,75456,0,Noord-Brabant,PV30,Tilburg,0855
RESTAURANT MOS B.V.,AMSTERDAM,22167,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT NEW CHINA TOWN V.O.F.,AMSTERDAM,3267,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT NO NONSENSE B.V.,HOORN NH,16542,0,Noord-Holland,PV27,Hoorn,0405
RESTAURANT NOOR V.O.F.,BLOEMENDAAL,16512,0,Noord-Holland,PV27,Bloemendaal,0377
RESTAURANT NU V.O.F.,EERSEL,9957,0,Noord-Brabant,PV30,Eersel,0770
RESTAURANT OIKA B.V.,HOORN NH,9159,0,Noord-Holland,PV27,Hoorn,0405
RESTAURANT O'MORROW B.V.,VIANEN UT,1613,0,Utrecht,PV26,Rhenen,0340
RESTAURANT ONE B.V.,ROERMOND,41844,0,Limburg,PV31,Roermond,0957
RESTAURANT ONZE KERK B.V.,HOOGE ZWALUWE,5932,0,Noord-Brabant,PV30,Drimmelen,1719
RESTAURANT OOLDERHOF B.V.,HERTEN,30180,0,Limburg,PV31,Roermond,0957
RESTAURANT OP D'N BERG V.O.F.,HELDEN,11061,0,Limburg,PV31,Peel en Maas,1894
RESTAURANT O'PAZZO B.V.,ROTTERDAM,55074,0,Zuid-Holland,PV28,Rotterdam,0599
RESTAURANT OPIUM UTRECHT B.V.,UTRECHT,20775,0,Utrecht,PV26,Utrecht,0344
RESTAURANT OSAKA ROOSENDAAL V.O.F.,ROOSENDAAL,34038,0,Noord-Brabant,PV30,Roosendaal,1674
RESTAURANT OUDE MAAS B.V.,SPIJKENISSE,11796,0,Zuid-Holland,PV28,Nissewaard,1930
RESTAURANT OUD-ZUID B.V.,AMSTERDAM,16140,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT P B.V.,GREVENBICHT,1524,0,Limburg,PV31,Sittard-Geleen,1883
RESTAURANT PASSANT B.V.,MOERDIJK,2814,0,Noord-Brabant,PV30,Moerdijk,1709
RESTAURANT PASSANT B.V.,MOERDIJK,20718,0,Noord-Brabant,PV30,Moerdijk,1709
RESTAURANT PESSE B.V.,PESSE,46848,0,Drenthe,PV22,Hoogeveen,0118
RESTAURANT PETIT BON-HEUR B.V.,MAASTRICHT,14034,0,Limburg,PV31,Maastricht,0935
RESTAURANT PICKNICK ROTTERDAM B.V.,ROTTERDAM,25077,0,Zuid-Holland,PV28,Rotterdam,0599
RESTAURANT PIETER POOT B.V.,DE BLESSE,29022,0,Fryslân,PV21,Weststellingwerf,0098
RESTAURANT PINSA'S B.V.,AMSTERDAM,5394,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT PINTS EN PLATES B.V.,AMSTERDAM,10788,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT PLACE DU MARCHé V.O.F.,PHILIPPINE,38424,0,Zeeland,PV29,Terneuzen,0715
RESTAURANT POPPE APELDOORN B.V.,APELDOORN,24735,0,Gelderland,PV25,Apeldoorn,0200
RESTAURANT POSTHUYS B.V.,ROZENBURG ZH,1677,0,Zuid-Holland,PV28,Rotterdam,0599
RESTAURANT PROMESSA V.O.F.,EERSEL,11910,0,Noord-Brabant,PV30,Eersel,0770
RESTAURANT PUERTO PATA NEGRA AMSTERDAM B.V.,AMSTERDAM,33579,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT Q-NIS B.V.,LIJNDEN,29772,0,Noord-Holland,PV27,Haarlemmermeer,0394
RESTAURANT REBELS B.V.,DRIEBERGEN-RIJSENBURG,15744,0,Utrecht,PV26,Utrechtse Heuvelrug,1581
RESTAURANT RED AMSTERDAM B.V.,AMSTERDAM,48630,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT REMBRANDT AMSTELVEEN B.V.,AMSTELVEEN,10671,0,Noord-Holland,PV27,Amstelveen,0362
RESTAURANT REYNAERT V.O.F.,MAARN,4335,0,Utrecht,PV26,Utrechtse Heuvelrug,1581
RESTAURANT RIJNMOZAIK B.V.,ARNHEM,17526,0,Gelderland,PV25,Arnhem,0202
RESTAURANT RIJNZICHT,DOORNENBURG,15141,0,Gelderland,PV25,Lingewaard,1705
RESTAURANT RODAEN V.O.F.,BUNNIK,34428,0,Utrecht,PV26,Bunnik,0312
RESTAURANT ROOM B.V.,S-GRAVENHAGE,12021,0,Zuid-Holland,PV28,'s-Gravenhage,0518
RESTAURANT ROSEBOOM V.O.F.,LIEREN,2310,0,Gelderland,PV25,Apeldoorn,0200
RESTAURANT ROZEMARIJN B.V.,MAASTRICHT,17175,0,Limburg,PV31,Maastricht,0935
RESTAURANT SAFFRAAN V.O.F.,UTRECHT,12957,0,Utrecht,PV26,Utrecht,0344
RESTAURANT SAMEN B.V.,S-GRAVENHAGE,104178,0,Zuid-Holland,PV28,'s-Gravenhage,0518
RESTAURANT SAN THOMAS V.O.F.,AMSTERDAM,32682,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT SCHOONOORD B.V.,OOSTERBEEK,15996,0,Gelderland,PV25,Renkum,0274
RESTAURANT SEASONS DEN BOSCH B.V.,S-HERTOGENBOSCH,20136,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
RESTAURANT SEASONS OISTERWIJK B.V.,OISTERWIJK,11232,0,Noord-Brabant,PV30,Oisterwijk,0824
RESTAURANT SENSE B.V.,S-HERTOGENBOSCH,59454,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
RESTAURANT SENT V.O.F.,AMSTERDAM,13695,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT SHINSEN B.V.,HOORN NH,29289,0,Noord-Holland,PV27,Hoorn,0405
RESTAURANT SILVA DUNES B.V.,DRUNEN,6141,0,Noord-Brabant,PV30,Heusden,0797
RESTAURANT SINNE B.V.,AMSTERDAM,30912,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT SMINK B.V.,WOLVEGA,22362,0,Fryslân,PV21,Weststellingwerf,0098
RESTAURANT SNACKBAR DE SERRE,EMMEN,3201,0,Drenthe,PV22,Emmen,0114
RESTAURANT SOESTDUINEN B.V.,SOEST,11070,0,Utrecht,PV26,Soest,0342
RESTAURANT ST. ANDREWS B.V.,HERKENBOSCH,8055,0,Limburg,PV31,Roerdalen,1669
RESTAURANT STEAK B.V.,HOORN NH,18450,0,Noord-Holland,PV27,Hoorn,0405
RESTAURANT STORK B.V.,AMSTERDAM,64656,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT STORM V.O.F.,WEST-TERSCHELLING,14298,0,Fryslân,PV21,Terschelling,0093
RESTAURANT STRANDERS B.V.,BUREN FR,14788,0,Fryslân,PV21,Ameland,0060
RESTAURANT SUBLIEM V.O.F.,HAARLEM,13800,0,Noord-Holland,PV27,Haarlem,0392
RESTAURANT SULTAN B.V.,ROTTERDAM,57396,0,Zuid-Holland,PV28,Rotterdam,0599
RESTAURANT 'T AMSTERDAMMERTJE B.V.,LOENEN AAN DE VECHT,57960,0,Utrecht,PV26,Stichtse Vecht,1904
RESTAURANT 'T FORNUIS B.V.,AMSTERDAM,18993,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT 'T JAGERSHUYS B.V.,ZEIST,62733,0,Utrecht,PV26,Zeist,0355
RESTAURANT 'T REEUWIJKSE HOUT B.V.,REEUWIJK,157326,0,Zuid-Holland,PV28,Bodegraven-Reeuwijk,1901
RESTAURANT 'T STAMMINEEKE B.V.,MIJNSHEERENLAND,19167,0,Zuid-Holland,PV28,Hoeksche Waard,1963
RESTAURANT 'T TREFPUNT SCHOORL B.V.,SCHOORL,24945,0,Noord-Holland,PV27,Bergen (NH),0373
RESTAURANT 'T VOSJE DRIESPRONG B.V.,ROSMALEN,21321,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
RESTAURANT 'T WAPEN VAN NORG,NORG,44961,0,Drenthe,PV22,Noordenveld,1699
RESTAURANT TANG DYNASTIE B.V.,ALMERE,91023,0,Flevoland,PV24,Almere,0034
RESTAURANT TEAROOM BALMORAL B.V.,SLUIS,28689,0,Zeeland,PV29,Sluis,1714
RESTAURANT TER KADE B.V.,SLUIS,38919,0,Zeeland,PV29,Sluis,1714
RESTAURANT THE PRINCE B.V.,EINDHOVEN,9516,0,Noord-Brabant,PV30,Eindhoven,0772
RESTAURANT THERAPY VOF,BUSSUM,5019,0,Noord-Holland,PV27,Gooise Meren,1942
RESTAURANT TIJSTERMAN B.V.,NIEUWKOOP,14148,0,Zuid-Holland,PV28,Nieuwkoop,0569
RESTAURANT TILIA B.V.,ETTEN-LEUR,26238,0,Noord-Brabant,PV30,Etten-Leur,0777
RESTAURANT TOETJE B.V.,HAARZUILENS,18330,0,Utrecht,PV26,Utrecht,0344
RESTAURANT TOUJOURS V.O.F.,HAARLEM,73812,0,Noord-Holland,PV27,Haarlem,0392
RESTAURANT TRIANGEL B.V.,RAAMSDONKSVEER,13278,0,Noord-Brabant,PV30,Geertruidenberg,0779
RESTAURANT TWAALFMAAT B.V.,HEEMSKERK,20799,0,Noord-Holland,PV27,Heemskerk,0396
RESTAURANT TWENTY 2 V.O.F.,APELDOORN,10953,0,Gelderland,PV25,Apeldoorn,0200
RESTAURANT UMAMI HENGELO B.V.,HENGELO OV,10848,0,Overijssel,PV23,Hengelo (O),0164
RESTAURANT VALENZIA B.V.,EINDHOVEN,20619,0,Noord-Brabant,PV30,Eindhoven,0772
RESTAURANT VAN DER DUSSEN B.V.,DELFT,38253,0,Zuid-Holland,PV28,Delft,0503
RESTAURANT VAN SPRANG B.V.,ERMELO,23664,0,Gelderland,PV25,Ermelo,0233
RESTAURANT VANDAAG AMSTERDAM B.V.,AMSTERDAM,123795,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT VANDAAG BREDA B.V.,BREDA,95187,0,Noord-Brabant,PV30,Breda,0758
RESTAURANT VENDEL B.V.,VEENENDAAL,27696,0,Utrecht,PV26,Veenendaal,0345
RESTAURANT VIJFNULVIJF B.V.,AMSTERDAM,18732,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT VILLA LA RUCHE C.V.,VOORBURG,5376,0,Zuid-Holland,PV28,Leidschendam-Voorburg,1916
RESTAURANT VLAAR B.V.,S-GRAVELAND,39240,0,Noord-Holland,PV27,Wijdemeren,1696
RESTAURANT VOOR IEDEREEN B.V.,AMERSFOORT,15507,0,Utrecht,PV26,Amersfoort,0307
RESTAURANT WAPEN VAN AALSMEER B.V.,AALSMEER,37497,0,Noord-Holland,PV27,Aalsmeer,0358
RESTAURANT WERELDWONDER B.V.,T VELD,8811,0,Noord-Holland,PV27,Hollands Kroon,1911
RESTAURANT WILHELMINAPARK B.V.,UTRECHT,96153,0,Utrecht,PV26,Utrecht,0344
RESTAURANT WILMA & ALBERT B.V.,HAARLEM,47919,0,Noord-Holland,PV27,Haarlem,0392
RESTAURANT WOK PALACE B.V.,KESSEL LB,24006,0,Limburg,PV31,Peel en Maas,1894
RESTAURANT WOLFSLAAR B.V.,BREDA,67800,0,Noord-Brabant,PV30,Breda,0758
RESTAURANT WOLLERICH B.V.,SINT-OEDENRODE,19602,0,Noord-Brabant,PV30,Meierijstad,1948
RESTAURANT YENI BOGAZICI B.V.,S-GRAVENHAGE,24159,0,Zuid-Holland,PV28,'s-Gravenhage,0518
RESTAURANT YUCATAN LEEUWARDEN B.V.,LEEUWARDEN,28170,0,Fryslân,PV21,Leeuwarden,0080
RESTAURANT ZAZA'S B.V.,AMSTERDAM,17106,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT ZENZA B.V.,BREDA,40137,0,Noord-Brabant,PV30,Breda,0758
RESTAURANT ZHONG B.V.,HOOGERHEIDE,2958,0,Noord-Brabant,PV30,Woensdrecht,0873
RESTAURANT ZIJDEWINDE VOF,BEMMEL,11541,0,Gelderland,PV25,Lingewaard,1705
RESTAURANT ZONNEWEELDE VOF,NOORDWIJK ZH,24255,0,Zuid-Holland,PV28,Noordwijk,0575
RESTAURANT ZUID B.V.,EINDHOVEN,10791,0,Noord-Brabant,PV30,Eindhoven,0772
RESTAURANT ZUYD V.O.F.,BREDA,3768,0,Noord-Brabant,PV30,Breda,0758
RESTAURANT/HOTEL BUITENLUST B.V.,AMERONGEN,18423,0,Utrecht,PV26,Utrechtse Heuvelrug,1581
RESTAURANT/LUNCHROOM DA KEPELLO B.V.,PANNINGEN,51762,0,Limburg,PV31,Peel en Maas,1894
RESTAURANT/SPEELTUIN ENGBERGEN V.O.F.,VOORST OUDE IJSSELSTREEK,15243,0,Gelderland,PV25,Oude IJsselstreek,1509
RESTAURANT-BAR-ZALENCENTRUM DE ENGEL B.V.,LISSE,31530,0,Zuid-Holland,PV28,Lisse,0553
RESTAURANTBEDRIJVEN MOVE B.V.,WEESP,13941,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURANT-CAFE OPEN DOORS B.V.,NOORDWIJK ZH,15189,0,Zuid-Holland,PV28,Noordwijk,0575
RESTAURANT-HOTEL TEUN AMSTERDAM B.V.,AMSTERDAM,26313,0,Noord-Holland,PV27,Amsterdam,0363
RESTAURATIEBEDRIJF MARTIN DIJKHOF B.V.,ACHTERVELD,14115,0,Gelderland,PV25,Barneveld,0203
RESTITUYO MARMOLEJOS,DRACHTEN,9246,0,Fryslân,PV21,Smallingerland,0090
RESTO HUIS B.V.,S-GRAVENHAGE,29124,0,Zuid-Holland,PV28,'s-Gravenhage,0518
RESTO VBA B.V.,AALSMEER,52212,0,Noord-Holland,PV27,Aalsmeer,0358
REST-O-RICUS V.O.F.,HELMOND,8778,0,Noord-Brabant,PV30,Helmond,0794
RESTOTRUCK A4 B.V.,HOOFDDORP,64533,0,Noord-Holland,PV27,Haarlemmermeer,0394
RESTYLE GROEP NEDERLAND B.V.,HENGELO OV,114786,0,Overijssel,PV23,Hengelo (O),0164
RESULT ADMINISTRATIE VOF,MAASTRICHT-AIRPORT,4929,0,Limburg,PV31,Beek,0888
RESULT MEDIATION CENTRE B.V.,WEESP,79752,0,Noord-Holland,PV27,Amsterdam,0363
RET B.V.,STEGEREN,21990,0,Overijssel,PV23,Ommen,0175
RE-TAB B.V.,WINTERSWIJK,2898,0,Gelderland,PV25,Winterswijk,0294
RETAIL COMMUMICATIONS B.V.,DORDRECHT,5568,0,Zuid-Holland,PV28,Dordrecht,0505
RETAIL COMPLEET BOUW B.V.,TILBURG,5916,0,Noord-Brabant,PV30,Tilburg,0855
RETAIL CONSTRUCTION ID B.V.,AMERSFOORT,20370,0,Utrecht,PV26,Amersfoort,0307
RETAIL DATA B.V.,LEEK,7449,0,Groningen,PV20,Westerkwartier,1969
RETAIL DEVELOPMENT COMPANY B.V.,AMSTERDAM,35691,0,Noord-Holland,PV27,Amsterdam,0363
RETAIL LINQ B.V.,LELYSTAD,20382,0,Flevoland,PV24,Lelystad,0995
RETAIL REALITY B.V.,ALMERE,9552,0,Flevoland,PV24,Almere,0034
RETAILBOOKING B.V.,AMSTERDAM,6528,0,Noord-Holland,PV27,Amsterdam,0363
RETAILERS M&M B.V.,AMSTERDAM,6147,0,Noord-Holland,PV27,Amsterdam,0363
RETAILSTARS B.V.,OOSTERHOUT NB,51051,0,Noord-Brabant,PV30,Land van Cuijk,1982
RETAILTRENDS B.V.,BENNEKOM,24231,0,Gelderland,PV25,Ede,0228
REUKERS,DOETINCHEM,58371,0,Gelderland,PV25,Doetinchem,0222
REULING INTERVAR B.V.,WEHL,48867,0,Gelderland,PV25,Doetinchem,0222
REUMER,DOETINCHEM,8088,0,Gelderland,PV25,Doetinchem,0222
REUS,DUIVEN,3120,0,Gelderland,PV25,Duiven,0226
REUTER,AMSTERDAM,1626,0,Noord-Holland,PV27,Amsterdam,0363
REUVEKAMP HOLDING B.V.,HEINO,6297,0,Overijssel,PV23,Raalte,0177
REVA TAXI B.V.,ROTTERDAM,270174,0,Zuid-Holland,PV28,Rotterdam,0599
REVAMO,MEPPEL,47268,0,Drenthe,PV22,Meppel,0119
REVELATION EVENTS B.V.,RIDDERKERK,6360,0,Zuid-Holland,PV28,Ridderkerk,0597
REVER B.V.,UTRECHT,62133,0,Utrecht,PV26,Utrecht,0344
REVERSE B.V.,AMSTERDAM,51282,0,Noord-Holland,PV27,Amsterdam,0363
REVI MUSIC B.V.,KERKRADE,15612,0,Limburg,PV31,Kerkrade,0928
REVOLT CLIMBING B.V.,DELFT,8682,0,Zuid-Holland,PV28,Delft,0503
REVOTELS B.V.,AMSTERDAM,41487,0,Noord-Holland,PV27,Amsterdam,0363
REWI-EXPEDITIE HOLLAND B.V.,LEEUWARDEN,10521,0,Fryslân,PV21,Leeuwarden,0080
REX INTERNATIONAL B.V.,WEESP,23799,0,Noord-Holland,PV27,Amsterdam,0363
REX ONROEREND GOED B.V.,WIJCHEN,13647,0,Gelderland,PV25,Wijchen,0296
R-EXCLUSIEF VLEES EN VLEESWAREN B.V.,HELMOND,13473,0,Noord-Brabant,PV30,Helmond,0794
REXEN RECRUITMENT CENTER B.V.,BEEK-UBBERGEN,2826,0,Gelderland,PV25,Berg en Dal,1945
REYENDAM,HILVERSUM,2007,0,Noord-Holland,PV27,Hilversum,0402
REYENGA,VIERHOUTEN,2208,0,Gelderland,PV25,Nunspeet,0302
REYERSEN VAN BUUREN VASTGOEDBELEGGINGEN B.V.,AMSTELVEEN,52032,0,Noord-Holland,PV27,Amstelveen,0362
REYES,CUIJK,3510,0,Noord-Brabant,PV30,Land van Cuijk,1982
REYHAN UITZENDBUREAU B.V.,S-HEERENBERG,1582377,0,Gelderland,PV25,Montferland,1955
REYNAERTLAND B.V.,HULST,3594,0,Zeeland,PV29,Hulst,0677
REZA,ASSEN,1005,0,Drenthe,PV22,Assen,0106
REZA,WAGENINGEN,1209,0,Gelderland,PV25,Wageningen,0289
REZYTEX KONFECTIE N.V.,BEVERLO-BERINGEN,2529,1,,,,
RF SHOWS B.V.,NOOTDORP,16404,0,Zuid-Holland,PV28,Pijnacker-Nootdorp,1926
RF STURM,RITTHEM,1557,0,Zeeland,PV29,Vlissingen,0718
RFP van den OEVER,ELSHOUT,1479,0,Noord-Brabant,PV30,Heusden,0797
RG CHENG,DRACHTEN,1407,0,Fryslân,PV21,Smallingerland,0090
RG INDUSTRY B.V.,LIJNDEN,19641,0,Noord-Holland,PV27,Haarlemmermeer,0394
RG ROCKET B.V.,BUSSUM,10872,0,Noord-Holland,PV27,Gooise Meren,1942
RG ULVENHOUT B.V.,ULVENHOUT,17133,0,Noord-Brabant,PV30,Breda,0758
RG WAALWIJK B.V.,WAALWIJK,28425,0,Noord-Brabant,PV30,Waalwijk,0867
RGE JAHN,MILLINGEN AAN DE RIJN,9750,0,Gelderland,PV25,Berg en Dal,1945
RGHEB,AMSTERDAM,7647,0,Noord-Holland,PV27,Amsterdam,0363
RGM ARTS,UDEN,1881,0,Noord-Brabant,PV30,Maashorst,1991
RGS GROEP B.V.,RIJSSEN,65772,0,Overijssel,PV23,Rijssen-Holten,1742
RGV HOTEL SERVICES B.V.,AMSTERDAM,48537,0,Noord-Holland,PV27,Amsterdam,0363
RH van der WERF,KERKDRIEL,5787,0,Gelderland,PV25,Maasdriel,0263
RHAWI CLASSICS B.V.,AMSTERDAM,3579,0,Noord-Holland,PV27,Amsterdam,0363
