BEDRIJFSNAAM,VESTIGINGSPLAATS,VERSTREKT VOORSCHOT,waarsch_buitenland,provincie,provincie_code,gemeente,gemeente_code
DIJK,KATWIJK ZH,4442,0,Noord-Brabant,PV30,Land van Cuijk,1982
DIJK,AMSTERDAM,3100,0,Noord-Holland,PV27,Amsterdam,0363
DIJK,RODEN,2390,0,Drenthe,PV22,Noordenveld,1699
DIJK OPTIEK B.V.,DE WESTEREEN,2792,0,Fryslân,PV21,Dantumadiel,1891
DIJKE,AMSTERDAM,3002,0,Noord-Holland,PV27,Amsterdam,0363
DIJKE,NEDERWEERT,5056,0,Limburg,PV31,Nederweert,0946
DIJKE,THOLEN,7718,0,Zeeland,PV29,Tholen,0716
DIJKEMA,GRONINGEN,1304,0,Groningen,PV20,Groningen,0014
DIJKEMA,UTRECHT,6970,0,Utrecht,PV26,Utrecht,0344
DIJKERS,BREDA,1566,0,Noord-Brabant,PV30,Breda,0758
DIJKERS,HAARLEM,14428,0,Noord-Holland,PV27,Haarlem,0392
DIJKGRAAF,NUNSPEET,1308,0,Gelderland,PV25,Nunspeet,0302
DIJKGRAAF,DEVENTER,2712,0,Overijssel,PV23,Deventer,0150
DIJKGRAAF,DIEPENVEEN,1090,0,Overijssel,PV23,Deventer,0150
DIJKHUIS,UITHUIZERMEEDEN,342,0,Groningen,PV20,Het Hogeland,1966
DIJKHUIS,FOCHTELOO,1894,0,Fryslân,PV21,Ooststellingwerf,0085
DIJKHUIS WONEN VOF,ALMELO,3546,0,Overijssel,PV23,Almelo,0141
DIJKMAN,UITHOORN,1450,0,Noord-Holland,PV27,Uithoorn,0451
DIJKMAN CARBAAT BOUW B.V.,BEVERWIJK,44380,0,Noord-Holland,PV27,Beverwijk,0375
DIJKO OVENS BV,TILBURG,48066,0,Noord-Brabant,PV30,Tilburg,0855
DIJKSTRA,SCHIPBORG,892,0,Drenthe,PV22,Aa en Hunze,1680
DIJKSTRA,DRACHTEN,3888,0,Fryslân,PV21,Smallingerland,0090
DIJKSTRA,DOKKUM,1838,0,Fryslân,PV21,Noardeast-Fryslân,1970
DIJKSTRA,TWELLO,2280,0,Gelderland,PV25,Voorst,0285
DIJKSTRA,BREDA,4754,0,Noord-Brabant,PV30,Breda,0758
DIJKSTRA,BEST,22570,0,Noord-Brabant,PV30,Best,0753
DIJKSTRA,FRANEKER,1208,0,Fryslân,PV21,Waadhoeke,1949
DIJKSTRA,VINKEVEEN,7918,0,Utrecht,PV26,De Ronde Venen,0736
DIJKSTRA,TERWISPEL,1140,0,Fryslân,PV21,Opsterland,0086
DIJKSTRA,WEST-TERSCHELLING,2788,0,Fryslân,PV21,Terschelling,0093
DIJKSTRA,VLAARDINGEN,10604,0,Zuid-Holland,PV28,Vlaardingen,0622
DIJKSTRA,ALKMAAR,23066,0,Noord-Holland,PV27,Alkmaar,0361
DIJKSTRA,HAARLEM,4278,0,Noord-Holland,PV27,Haarlem,0392
DIJKSTRA,AMSTERDAM,1990,0,Noord-Holland,PV27,Amsterdam,0363
DIJKSTRA,MAASTRICHT,3760,0,Limburg,PV31,Maastricht,0935
DIJKSTRA,MEDEMBLIK,12326,0,Noord-Holland,PV27,Medemblik,0420
DIJKSTRA LOGISTIEK B.V.,LOPIK,29020,0,Utrecht,PV26,Lopik,0331
DIJKSTRA-LANGEWEG B.V.,RUTTEN,21446,0,Flevoland,PV24,Noordoostpolder,0171
DIJKXHOORN V.O.F.,HELLEVOETSLUIS,1436,0,Zuid-Holland,PV28,Hellevoetsluis,0530
DIK DEN HOLLANDER INTERIEUR ADVIES EN REALISATIE B.V.,WERKENDAM,1206,0,Noord-Brabant,PV30,Altena,1959
DIKER,S-GRAVENHAGE,11192,0,Zuid-Holland,PV28,'s-Gravenhage,0518
DIKHOFF VAN DONGEN ADVOCATEN B.V.,AMSTERDAM,5576,0,Noord-Holland,PV27,Amsterdam,0363
DIKKAYA,ZAANDAM,540,0,Noord-Holland,PV27,Zaanstad,0479
DIKKE DRIES ANNO 2017 B.V.,UTRECHT,3272,0,Utrecht,PV26,Utrecht,0344
DIKKEBOOM,LISSE,3936,0,Zuid-Holland,PV28,Lisse,0553
DIKKEN V.O.F.,EEFDE,9528,0,Gelderland,PV25,Lochem,0262
DIKKERBOOM,HUIZEN,5874,0,Noord-Holland,PV27,Huizen,0406
DIKKES INVEST B.V.,RAAMSDONKSVEER,4312,0,Noord-Brabant,PV30,Geertruidenberg,0779
DIKS INFRA B.V.,AMSTERDAM,15344,0,Noord-Holland,PV27,Amsterdam,0363
DILEX SALON,ARNHEM,1264,0,Gelderland,PV25,Arnhem,0202
DILIGENCE VERVOER B.V.,BRESKENS,3712,0,Zeeland,PV29,Sluis,1714
DILLEN,AMSTERDAM,1330,0,Noord-Holland,PV27,Amsterdam,0363
DILLEN,AMSTERDAM,3290,0,Noord-Holland,PV27,Amsterdam,0363
DILMAH BENELUX B.V.,AMSTERDAM,16258,0,Noord-Holland,PV27,Amsterdam,0363
DILS GLAS B.V.,BREDA,8722,0,Noord-Brabant,PV30,Breda,0758
DILSIZ,APELDOORN,2272,0,Gelderland,PV25,Apeldoorn,0200
DIM DIM SUM B.V.,S-GRAVENHAGE,3960,0,Zuid-Holland,PV28,'s-Gravenhage,0518
DIM SUM & SUSHI V.O.F.,HILVERSUM,2942,0,Noord-Holland,PV27,Hilversum,0402
DIMCOPPEN B.V.,ROERMOND,23778,0,Limburg,PV31,Roermond,0957
DIMENCO B.V.,VELDHOVEN,128310,0,Noord-Brabant,PV30,Veldhoven,0861
DIMENCO CONTENT PRODUCTION B.V.,VELDHOVEN,82188,0,Noord-Brabant,PV30,Veldhoven,0861
DIMITRI & NATHALIE V.O.F.,AMSTERDAM,2468,0,Noord-Holland,PV27,Amsterdam,0363
DIMITRI & NATHALIE V.O.F.,AMSTERDAM,2154,0,Noord-Holland,PV27,Amsterdam,0363
DIMITRI & NATHALIE V.O.F.,AMSTERDAM,1588,0,Noord-Holland,PV27,Amsterdam,0363
DIMMBIZZ LIMITED,GOES,22908,0,Zeeland,PV29,Goes,0664
DIMMY'S B.V.,VELDHOVEN,13938,0,Noord-Brabant,PV30,Veldhoven,0861
DIMSA,HOOFDDORP,1786,0,Noord-Holland,PV27,Haarlemmermeer,0394
DINAH B.V.,AMSTERDAM,15926,0,Noord-Holland,PV27,Amsterdam,0363
DINAMI SPORTS & FITNESS V.O.F.,STEENBERGEN NB,9100,0,Noord-Brabant,PV30,Land van Cuijk,1982
DINDOO RETAIL V.O.F.,UTRECHT,2634,0,Utrecht,PV26,Utrecht,0344
DINEE CAFE DE KEMPEN,KNEGSEL,27668,0,Noord-Brabant,PV30,Eersel,0770
DINEE CAFE VEERTIEN VOF,EERSEL,20038,0,Noord-Brabant,PV30,Eersel,0770
DINER CAFE SOESTDIJK B.V.,GRONINGEN,18648,0,Groningen,PV20,Groningen,0014
DINER ENJOY B.V.,BARNEVELD,27616,0,Gelderland,PV25,Barneveld,0203
DINERTIJD V.O.F.,ASTEN,15984,0,Noord-Brabant,PV30,Asten,0743
DINGERINK,ZWOLLE,11640,0,Overijssel,PV23,Zwolle,0193
DINING & MORE B.V.,TERMUNTERZIJL,6668,0,Groningen,PV20,Eemsdelta,1979
DININGCITY B.V.,AMSTERDAM,53492,0,Noord-Holland,PV27,Amsterdam,0363
DINNER IN MOTION B.V.,EINDHOVEN,65890,0,Noord-Brabant,PV30,Eindhoven,0772
DINNERTIME B.V.,HILVERSUM,17516,0,Noord-Holland,PV27,Hilversum,0402
DINOBOX B.V.,ROTTERDAM,15744,0,Zuid-Holland,PV28,Rotterdam,0599
DINO'S C.V.,ARNHEM,3058,0,Gelderland,PV25,Arnhem,0202
DINO'S EETCAFE B.V.,ROTTERDAM,7174,0,Zuid-Holland,PV28,Rotterdam,0599
DINO'S EXPLOITATIE B.V.,SCHAGEN,2900,0,Noord-Holland,PV27,Schagen,0441
DINTER,EINDHOVEN,654,0,Noord-Brabant,PV30,Eindhoven,0772
DINTEREN,SCHIJNDEL,3906,0,Noord-Brabant,PV30,Meierijstad,1948
DINTEREN & BORGERS V.O.F.,BENNEKOM,7984,0,Gelderland,PV25,Ede,0228
DINTHER,LOON OP ZAND,2664,0,Noord-Brabant,PV30,Loon op Zand,0809
DINTHER,NISTELRODE,1804,0,Noord-Brabant,PV30,Bernheze,1721
DIOGENES REIZEN B.V.,VEENENDAAL,19254,0,Utrecht,PV26,Veenendaal,0345
DIPHOORN,SNEEK,2236,0,Fryslân,PV21,Súdwest-Fryslân,1900
DIPIC,KERKRADE,4564,0,Limburg,PV31,Kerkrade,0928
DIRCKX VASTGOEDONDERHOUD SEVENUM B.V.,SEVENUM,24434,0,Limburg,PV31,Horst aan de Maas,1507
DIRECT BESPAAR ADVIES FRANCHISE B.V.,GRONINGEN,998,0,Groningen,PV20,Groningen,0014
DIRECT DUTCH B.V.,S-GRAVENHAGE,6384,0,Zuid-Holland,PV28,'s-Gravenhage,0518
DIRECT GAZON B.V.,YSSELSTEYN LB,131576,0,Limburg,PV31,Venray,0984
DIRECT HR & PAYROLL SOLUTIONS B.V.,ARNHEM,15666,0,Gelderland,PV25,Arnhem,0202
DIRECT SALES FORCE B.V.,DIEMEN,7802,0,Noord-Holland,PV27,Diemen,0384
DIRECT STAFFING B.V.,ARNHEM,269170,0,Gelderland,PV25,Arnhem,0202
DIRECT TELESERVICE B.V.,ARNHEM,74124,0,Gelderland,PV25,Arnhem,0202
DIRECT VIP SERVICE B.V.,LIJNDEN,12736,0,Noord-Holland,PV27,Haarlemmermeer,0394
DIRECT2IMPROVE B.V.,S-HERTOGENBOSCH,86378,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
DIRECTEUREN NETWERK NEDERLAND B.V.,HOUTEN,2190,0,Utrecht,PV26,Houten,0321
DIRKMAAT,ARKEL,1088,0,Zuid-Holland,PV28,Molenlanden,1978
DIRKSE DE GRAAF B.V.,BAARN,28544,0,Utrecht,PV26,Baarn,0308
DIRKSEN BEDRIJFSOPLEIDINGEN B.V.,ELST GLD,27036,0,Utrecht,PV26,Rhenen,0340
DIRKSEN OPLEIDINGEN B.V.,ELST GLD,53158,0,Utrecht,PV26,Rhenen,0340
DIRKX BIKESHOP B.V.,REUSEL,6006,0,Noord-Brabant,PV30,Reusel-De Mierden,1667
DIRKZWAGER FINANCIAL SERVICES B.V.,MAASSLUIS,91702,0,Zuid-Holland,PV28,Maassluis,0556
DIRTY CHICKEN CLUB B.V.,AMSTERDAM,18692,0,Noord-Holland,PV27,Amsterdam,0363
DIRVEN SCHOENEN TILBURG V.O.F.,TILBURG,1178,0,Noord-Brabant,PV30,Tilburg,0855
DIS B.V.,AMSTERDAM,7082,0,Noord-Holland,PV27,Amsterdam,0363
DIS TEUN B.V.,VEGHEL,31756,0,Noord-Brabant,PV30,Meierijstad,1948
DISCO USSEN B.V.,OSS,4046,0,Noord-Brabant,PV30,Oss,0828
DISCOVER MOMENTUM LLC,SCOTTSDALE AZ,28294,1,,,,
DI-SIGN V.O.F.,TILBURG,4822,0,Noord-Brabant,PV30,Tilburg,0855
DISPACK B.V.,DONGEN,6560,0,Noord-Brabant,PV30,Dongen,0766
DISPERTECH B.V.,AMSTERDAM,16806,0,Noord-Holland,PV27,Amsterdam,0363
DISPLAYGIGANT B.V.,AMSTERDAM,3676,0,Noord-Holland,PV27,Amsterdam,0363
DISSEL & WITTGEN RENTAL B.V.,BEUNINGEN OV,29540,0,Overijssel,PV23,Losser,0168
DISSELKOEN,DE LIER,5150,0,Zuid-Holland,PV28,Westland,1783
DISTEL,PIJNACKER,968,0,Zuid-Holland,PV28,Pijnacker-Nootdorp,1926
DISTELVELT,VOORHOUT,1850,0,Zuid-Holland,PV28,Teylingen,1525
DISTILLEERDERIJ ONDER DE BOOMPJES B.V.,SCHIEDAM,12232,0,Zuid-Holland,PV28,Schiedam,0606
DISTRI MW B.V.,NOORDWIJKERHOUT,11520,0,Zuid-Holland,PV28,Noordwijk,0575
DISTRIBRANDS INTERNATIONAL CORPORATION B.V.,ROTTERDAM,22586,0,Zuid-Holland,PV28,Rotterdam,0599
DIT B.V.,S-HERTOGENBOSCH,36494,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
DIT EN LAREX VAKPERSONEEL B.V.,DEVENTER,410040,0,Overijssel,PV23,Deventer,0150
DIT EN LAREX VAKPERSONEEL B.V.,DEVENTER,790690,0,Overijssel,PV23,Deventer,0150
DIT IS TALENT B.V.,ROTTERDAM,15236,0,Zuid-Holland,PV28,Rotterdam,0599
DIT IS WIJS BREDE SCHOOL B.V.,ROTTERDAM,1200,0,Zuid-Holland,PV28,Rotterdam,0599
DIT IS WIJS PERSONEELSDIENSTEN B.V.,ROTTERDAM,61804,0,Zuid-Holland,PV28,Rotterdam,0599
DIT IS WIJS PERSONEELSDIENSTEN B.V.,ROTTERDAM,13640,0,Zuid-Holland,PV28,Rotterdam,0599
DIT SERVICES B.V.,WAARDENBURG,237662,0,Gelderland,PV25,West Betuwe,1960
DITO REIZEN B.V.,ROZENBURG ZH,3694,0,Zuid-Holland,PV28,Rotterdam,0599
DITTIS SUNSEA B.V.,WIJK AAN ZEE,33184,0,Noord-Holland,PV27,Beverwijk,0375
DITTIS SUNSEA B.V.,WIJK AAN ZEE,8630,0,Noord-Holland,PV27,Beverwijk,0375
DITTIZ B.V.,GORINCHEM,438,0,Zuid-Holland,PV28,Gorinchem,0512
DITTMAR,S-GRAVENHAGE,960,0,Zuid-Holland,PV28,'s-Gravenhage,0518
DIVA SIERADEN B.V.,AMSTERDAM,1542,0,Noord-Holland,PV27,Amsterdam,0363
DIVE AND TRAVEL B.V.,HOEVELAKEN,3756,0,Gelderland,PV25,Nijkerk,0267
DI-VERS QUALITY FRESH FOODS B.V.,HEILOO,2590,0,Noord-Holland,PV27,Heiloo,0399
DIVIANDE B.V.,VEENENDAAL,123820,0,Utrecht,PV26,Veenendaal,0345
DIVINA CUCINA R.S. B.V.,OUD-BEIJERLAND,5316,0,Zuid-Holland,PV28,Hoeksche Waard,1963
DIVING HOLIDAYS B.V.,CRUQUIUS,4552,0,Noord-Holland,PV27,Haarlemmermeer,0394
DIVINITE B.V.,HAARLEM,1956,0,Noord-Holland,PV27,Haarlem,0392
DIVISION IT B.V.,HENDRIK-IDO-AMBACHT,9616,0,Zuid-Holland,PV28,Hendrik-Ido-Ambacht,0531
DIVOQUE B.V.,ARNHEM,1186,0,Gelderland,PV25,Arnhem,0202
DIVOZA HORSEWORLD ENSCHEDE B.V.,ENSCHEDE,6946,0,Overijssel,PV23,Enschede,0153
DIVOZA HORSEWORLD HETEREN B.V.,HETEREN,5558,0,Gelderland,PV25,Overbetuwe,1734
DIVOZA HORSEWORLD STAPHORST B.V.,STAPHORST,6462,0,Overijssel,PV23,Staphorst,0180
DIVOZA RUITERSPORT ZOETERMEER B.V.,ZOETERMEER,5022,0,Zuid-Holland,PV28,Zoetermeer,0637
DIYA ATELIER B.V.,VOORBURG,2398,0,Zuid-Holland,PV28,Leidschendam-Voorburg,1916
DIYENLI,NIJMEGEN,7888,0,Gelderland,PV25,Nijmegen,0268
DI'ZAJN V.O.F.,BAVEL,2430,0,Noord-Brabant,PV30,Breda,0758
DIZDAREVIC,HEERLEN,556,0,Limburg,PV31,Heerlen,0917
DJ de Vries-van GELDEREN,BREDA,2446,0,Noord-Brabant,PV30,Breda,0758
DJ MONITOR B.V.,AMSTERDAM,47808,0,Noord-Holland,PV27,Amsterdam,0363
DJ SCHOLTENS,BREDA,1894,0,Noord-Brabant,PV30,Breda,0758
DJ van NEERBOS,ZOELEN,3486,0,Gelderland,PV25,Buren,0214
DJAGO C.V.,AMSTERDAM,9716,0,Noord-Holland,PV27,Amsterdam,0363
DJAMBO KIDSPLAY B.V.,EEMNES,4896,0,Utrecht,PV26,Eemnes,0317
DJAYGEAR.NL B.V.,VEGHEL,2308,0,Noord-Brabant,PV30,Meierijstad,1948
DJF SCHENNING,DOETINCHEM,2184,0,Gelderland,PV25,Doetinchem,0222
DJH VAN KLEEF EN MJH VAN KLEEF V.O.F.,ROTTERDAM,11542,0,Zuid-Holland,PV28,Rotterdam,0599
DJIMTCHE,AMSTELVEEN,4234,0,Noord-Holland,PV27,Amstelveen,0362
DJ-MATIC B.V.,HILVERSUM,8058,0,Noord-Holland,PV27,Hilversum,0402
DJN VAN DAAL,GULPEN,890,0,Limburg,PV31,Gulpen-Wittem,1729
D-JOBS B.V.,DRACHTEN,199350,0,Fryslân,PV21,Smallingerland,0090
D-JOBS B.V.,DRACHTEN,21002,0,Fryslân,PV21,Smallingerland,0090
DJOSER B.V.,LEIDEN,115610,0,Zuid-Holland,PV28,Leiden,0546
DJURIC,BLARICUM,460,0,Noord-Holland,PV27,Blaricum,0376
DK FOOD CENTRE B.V.,ERMELO,8394,0,Gelderland,PV25,Ermelo,0233
DK KEVELAM,GARDEREN,22474,0,Gelderland,PV25,Barneveld,0203
DK-SCHWEIZER NEDERLAND B.V.,RIJEN,39590,0,Noord-Brabant,PV30,Gilze en Rijen,0784
DKTP- INFORMATIETECHNOLOGIE B.V.,BILTHOVEN,40944,0,Utrecht,PV26,De Bilt,0310
DKTP REMOTE CONTROL B.V.,BILTHOVEN,12156,0,Utrecht,PV26,De Bilt,0310
DKTP400 B.V.,BILTHOVEN,1018,0,Utrecht,PV26,De Bilt,0310
DKVG FACTOTUM B.V.,ROTTERDAM,26776,0,Zuid-Holland,PV28,Rotterdam,0599
DKVO AMSTERDAM B.V.,AMSTERDAM,28540,0,Noord-Holland,PV27,Amsterdam,0363
DLB B.V.,BARCHEM,4032,0,Gelderland,PV25,Lochem,0262
DLS- DRIVE LINE SYSTEMS B.V.,DORDRECHT,28808,0,Zuid-Holland,PV28,Dordrecht,0505
DLT MEDIA B.V.,ZOETERMEER,21388,0,Zuid-Holland,PV28,Zoetermeer,0637
DLV HOSPITALITY B.V.,VLEUTEN,21900,0,Utrecht,PV26,Utrecht,0344
DLWERK GROEP B.V.,KERKRADE,6784,0,Limburg,PV31,Kerkrade,0928
DMA KLINKERS,GELEEN,3418,0,Limburg,PV31,Sittard-Geleen,1883
DMC AMSTERDAM B.V.,AMSTERDAM,15892,0,Noord-Holland,PV27,Amsterdam,0363
DMF GROEP B.V.,HAARLEM,2436,0,Noord-Holland,PV27,Haarlem,0392
DMJOB B.V.,BARENDRECHT,107086,0,Zuid-Holland,PV28,Barendrecht,0489
DMK KHORTASA,DEVENTER,414,0,Overijssel,PV23,Deventer,0150
DMLUX VERLICHTINGSARMATUREN B.V.,APELDOORN,24992,0,Gelderland,PV25,Apeldoorn,0200
DMS PRODUCTIONS B.V.,KERKRADE,11614,0,Limburg,PV31,Kerkrade,0928
DMVS.AMSTERDAM B.V.,AMSTERDAM,2196,0,Noord-Holland,PV27,Amsterdam,0363
D'N BINGER B.V.,MEIJEL,6186,0,Limburg,PV31,Peel en Maas,1894
D'N DIMPEL B.V.,HELMOND,7948,0,Noord-Brabant,PV30,Helmond,0794
D'N HEITRAK B.V.,MAASBREE,19774,0,Limburg,PV31,Peel en Maas,1894
D'N HERMENIEZAAL B.V.,SUSTEREN,6078,0,Limburg,PV31,Echt-Susteren,1711
D'N HUT B.V.,WINTELRE,32780,0,Noord-Brabant,PV30,Eersel,0770
DNA PROJECTEN B.V.,GROOT-AMMERS,2704,0,Zuid-Holland,PV28,Molenlanden,1978
DNA SERVICE POINT NIEUWEGEIN B.V.,NIEUWEGEIN,14612,0,Utrecht,PV26,Nieuwegein,0356
DNR WERKT B.V.,HENDRIK-IDO-AMBACHT,6638,0,Zuid-Holland,PV28,Hendrik-Ido-Ambacht,0531
DO,ROTTERDAM,8762,0,Zuid-Holland,PV28,Rotterdam,0599
DO,EINDHOVEN,646,0,Noord-Brabant,PV30,Eindhoven,0772
DOBBE GARAGEBEDRIJF LEIDSCHENDAM B.V,LEIDSCHENDAM,12578,0,Zuid-Holland,PV28,Leidschendam-Voorburg,1916
DOBBER AMSTERDAM CANAL CRUISES B.V.,AMSTERDAM,86318,0,Noord-Holland,PV27,Amsterdam,0363
DOBRUCA,AMSTERDAM,3010,0,Noord-Holland,PV27,Amsterdam,0363
DOBY B.V.,NIEUW-VENNEP,1962,0,Noord-Holland,PV27,Haarlemmermeer,0394
DOC NEDERLAND B.V.,DOETINCHEM,22658,0,Gelderland,PV25,Doetinchem,0222
DOCK C CRUISEPARTNERS B.V.,AMERSFOORT,1750,0,Utrecht,PV26,Amersfoort,0307
DOCK35 MEDIA B.V.,DOETINCHEM,19554,0,Gelderland,PV25,Doetinchem,0222
DOCKSIDE BAR & GRILL B.V.,SAS VAN GENT,23320,0,Zeeland,PV29,Terneuzen,0715
DOCQMANS BROUWERIJ B.V.,TIEL,3110,0,Gelderland,PV25,Tiel,0281
DOCUFLEX PRINTING & SOLUTIONS B.V.,RIDDERKERK,4915,0,Zuid-Holland,PV28,Ridderkerk,0597
DODICI 12 B.V.,EINDHOVEN,27288,0,Noord-Brabant,PV30,Eindhoven,0772
DODICI HAARLEM B.V.,HAARLEM,38912,0,Noord-Holland,PV27,Haarlem,0392
DOE HET ZELF- EN SCHILDERSBEDRIJF WESTKAPELLE V.O.F.,WESTKAPELLE,9082,0,Zeeland,PV29,Veere,0717
DOEDENS,VALTHERMOND,796,0,Drenthe,PV22,Borger-Odoorn,1681
DOEDENS,SCHALKHAAR,1884,0,Overijssel,PV23,Deventer,0150
DOEDENS,SAPPEMEER,2780,0,Groningen,PV20,Midden-Groningen,1952
DOEK B.V.,UTRECHT,15236,0,Utrecht,PV26,Utrecht,0344
DOELEMAN BUITENINRICHTERS B.V.,SLIJK-EWIJK,11936,0,Gelderland,PV25,Overbetuwe,1734
DOELEN COACH SERVICE B.V.,ROZENBURG NH,87120,0,Noord-Holland,PV27,Velsen,0453
DOEMAARLEKKER B.V.,AMSTERDAM,41232,0,Noord-Holland,PV27,Amsterdam,0363
DOEN HORECA UITZENDBUREAU B.V.,EINDHOVEN,74136,0,Noord-Brabant,PV30,Eindhoven,0772
DOEN SERVICE B.V.,EINDHOVEN,16896,0,Noord-Brabant,PV30,Eindhoven,0772
DOENSEN,HEERLEN,5584,0,Limburg,PV31,Heerlen,0917
DOEST,WOUDENBERG,12424,0,Utrecht,PV26,Woudenberg,0351
DOETINCHEMSCHE HOLDING B.V.,S-GRAVENHAGE,4286,0,Zuid-Holland,PV28,'s-Gravenhage,0518
DOFFEGNIES CATERING B.V.,UTRECHT,8922,0,Utrecht,PV26,Utrecht,0344
DOFFERHOFF,KATWIJK ZH,7542,0,Noord-Brabant,PV30,Land van Cuijk,1982
DOGA,ROTTERDAM,12858,0,Zuid-Holland,PV28,Rotterdam,0599
DOGAN,BERGEN OP ZOOM,678,0,Noord-Brabant,PV30,Bergen op Zoom,0748
DOGAN,NIJMEGEN,12064,0,Gelderland,PV25,Nijmegen,0268
DOGAN,SCHIEDAM,1904,0,Zuid-Holland,PV28,Schiedam,0606
DOGAN,S-GRAVENHAGE,2246,0,Zuid-Holland,PV28,'s-Gravenhage,0518
DOGAN,HAARLEM,78,0,Noord-Holland,PV27,Haarlem,0392
DOGAN TABAKSHOP V.O.F.,AMSTERDAM,1854,0,Noord-Holland,PV27,Amsterdam,0363
DOGCENTRE HOLLAND B.V.,MEIJEL,8458,0,Limburg,PV31,Peel en Maas,1894
DOH B.V.,LISSE,14476,0,Zuid-Holland,PV28,Lisse,0553
DOHMEN,GEULLE,1134,0,Limburg,PV31,Meerssen,0938
DOHMEN,ZUTPHEN,15722,0,Gelderland,PV25,Zutphen,0301
DOHMEN,SINT ODILIENBERG,986,0,Limburg,PV31,Roerdalen,1669
DOJA OUTLET B.V.,ROERMOND,21740,0,Limburg,PV31,Roermond,0957
DOJA OUTLET II B.V.,ROERMOND,17946,0,Limburg,PV31,Roermond,0957
DOJA PLEIN 9 B.V.,ROERMOND,22116,0,Limburg,PV31,Roermond,0957
DOJA PLEIN B.V.,UTRECHT,35936,0,Utrecht,PV26,Utrecht,0344
DOJA VENLO B.V.,UTRECHT,20852,0,Utrecht,PV26,Utrecht,0344
DOK 18 B.V.,BREDA,8464,0,Noord-Brabant,PV30,Breda,0758
DOK 28 B.V.,S-GRAVENHAGE,10894,0,Zuid-Holland,PV28,'s-Gravenhage,0518
DOK ARCHITECTEN B.V.,AMSTERDAM,33858,0,Noord-Holland,PV27,Amsterdam,0363
DOK BAR & BITES B.V.,DORDRECHT,16208,0,Zuid-Holland,PV28,Dordrecht,0505
DOK CINEMA B.V.,PANNINGEN,10808,0,Limburg,PV31,Peel en Maas,1894
DOK-10 VOF,AKERSLOOT,27270,0,Noord-Holland,PV27,Castricum,0383
DOK6 HORECA V.O.F.,PANNINGEN,38332,0,Limburg,PV31,Peel en Maas,1894
DOKBEDRIJF LUYT B.V.,DEN OEVER,9134,0,Noord-Holland,PV27,Hollands Kroon,1911
DOKMAN TWEEWIELER SPECIALIST B.V.,CULEMBORG,5286,0,Gelderland,PV25,Culemborg,0216
DOKTER,DRACHTEN,3095,0,Fryslân,PV21,Smallingerland,0090
DOK-YARD REIMERSWAAL B.V.,RITTHEM,26834,0,Zeeland,PV29,Vlissingen,0718
DOKZUID B.V.,ROTTERDAM,5776,0,Zuid-Holland,PV28,Rotterdam,0599
DOL,HILLEGOM,1394,0,Zuid-Holland,PV28,Hillegom,0534
DOLCE VITA B.V.,LIJNDEN,3864,0,Noord-Holland,PV27,Haarlemmermeer,0394
DOLCE VITA TWENTE B.V.,ENSCHEDE,11192,0,Overijssel,PV23,Enschede,0153
DOLCICA V.O.F.,AMSTERDAM,256,0,Noord-Holland,PV27,Amsterdam,0363
D'OLDE SMIDSE B.V.,GOOR,24138,0,Overijssel,PV23,Hof van Twente,1735
D'OLDE SOLDOAT B.V.,GENEMUIDEN,1252,0,Overijssel,PV23,Zwartewaterland,1896
DOLDERSE SPORTCLUB D.O.S.C.,DEN DOLDER,1490,0,Utrecht,PV26,Zeist,0355
DOLEK,UTRECHT,608,0,Utrecht,PV26,Utrecht,0344
DOLF OOSTERHOFF PRODUCTIONS B.V.,ROTTERDAM,9692,0,Zuid-Holland,PV28,Rotterdam,0599
DOLFIJN BOWLING B.V.,TILBURG,10940,0,Noord-Brabant,PV30,Tilburg,0855
DOLFINARIUM HARDERWIJK B.V.,HARDERWIJK,207184,0,Gelderland,PV25,Harderwijk,0243
DOLFINARIUM HARDERWIJK B.V.,HARDERWIJK,70680,0,Gelderland,PV25,Harderwijk,0243
D'OLIESLAGERS,KLOOSTERZANDE,1508,0,Zeeland,PV29,Hulst,0677
DOLLARS MUZIEK CAFE,NIJMEGEN,3888,0,Gelderland,PV25,Nijmegen,0268
DOLLE,WINTERSWIJK MEDDO,1814,0,Gelderland,PV25,Winterswijk,0294
D'OLLE SMIDSE V.O.F.,MIDWOLDA,3324,0,Groningen,PV20,Oldambt,1895
DOLLIE'S BOWLING & GAMINGCENTER UDEN B.V.,UDEN,6990,0,Noord-Brabant,PV30,Maashorst,1991
DOLMA,S-GRAVENHAGE,3870,0,Zuid-Holland,PV28,'s-Gravenhage,0518
DOLORIS B.V.,TILBURG,13882,0,Noord-Brabant,PV30,Tilburg,0855
DOLORIS HORECA B.V.,TILBURG,33876,0,Noord-Brabant,PV30,Tilburg,0855
DOLPHIJN B.V.,BORCULO,3200,0,Gelderland,PV25,Berkelland,1859
DOLPHIN CITY B.V.,S-GRAVENHAGE,13278,0,Zuid-Holland,PV28,'s-Gravenhage,0518
DOLPHIN MARITIME NETHERLANDS B.V.,GOEDEREEDE,2822,0,Zuid-Holland,PV28,Goeree-Overflakkee,1924
DOLPHIN PRODUCTION B.V.,MIERLO,13172,0,Noord-Brabant,PV30,Geldrop-Mierlo,1771
